| Algorithm         | prob      | n     | t                      | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | nnegeig   | cosmax   |
| scipy_lbfgs       | DIXMAANO  | 3000  | 0.04602217674255371    | 56     | 1.0008916345169103      | 0.0007650052140577295  | 60       | 60       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXMAANP  | 3000  | 1.978330135345459      | 2022   | 1.0000186669888809      | 0.0009993802582510063  | 4046     | 4045     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXMAANP  | 3000  | 1.1551384925842285     | 80     | 1.0002085643096457      | 0.0009308170898588914  | 6741     | 82       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXMAANP  | 3000  | 0.25970458984375       | 102    | 1.0020286899376567      | 0.000991241437478097   | 1216     | 104      | 3        | --        | --       |
| scipy_lbfgs       | DIXMAANP  | 3000  | 0.035039663314819336   | 43     | 1.0019437328393535      | 0.0008614896694746228  | 46       | 46       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DIXON3DQ  | 10000 | 0.879291296005249      | 687    | 0.011876219779520672    | 0.0009995649679036495  | 1382     | 1375     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DIXON3DQ  | 10000 | 16.691851377487183     | 900    | 0.012706955822458807    | 0.0009993489152215762  | 73885    | 902      | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DIXON3DQ  | 10000 | 1.0519452095031738     | 402    | 0.051155085702469696    | 0.000993621509117748   | 3858     | 404      | 5        | --        | --       |
| scipy_lbfgs       | DIXON3DQ  | 10000 | 0.6341547966003418     | 488    | 0.009092293535793225    | 0.000994815110127334   | 501      | 501      | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DQDRTIC   | 5000  | 0.27544283866882324    | 202    | 4.7483167400572104e-08  | 0.00043581265424754296 | 405      | 405      | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DQDRTIC   | 5000  | 0.3556704521179199     | 23     | 1.54902741632749e-09    | 0.0005601326258813594  | 1530     | 25       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DQDRTIC   | 5000  | 0.9427416324615479     | 326    | 1.0608714686796963e-08  | 0.00020595073879801223 | 3409     | 328      | 1        | --        | --       |
| scipy_lbfgs       | DQDRTIC   | 5000  | 0.01821756362915039    | 10     | 5.556015594962796e-09   | 0.0007594065775058884  | 17       | 17       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | DQRTIC    | 5000  | 3.185272693634033      | 5000   | 45020.206593110786      | 1644.0405380475013     | 10001    | 10001    | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | DQRTIC    | 5000  | 0.3655827045440674     | 31     | 0.00020029194991261735  | 0.0009069687844165674  | 2788     | 33       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | DQRTIC    | 5000  | 0.11095976829528809    | 26     | 0.00605034888623904     | 0.0006445617689841658  | 749      | 28       | 2        | --        | --       |
| scipy_lbfgs       | DQRTIC    | 5000  | 0.035512685775756836   | 41     | 0.010983164157575604    | 0.0005438829755358039  | 49       | 49       | nan      | nan       | nan      |
| --                | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| NESTEROV          | EDENSCH   | 2000  | 0.8268394470214844     | 1076   | 12003.284592065816      | 0.000765550931952717   | 2156     | 2153     | nan      | nan       | nan      |
| NESTEROV-bs_dfbox | EDENSCH   | 2000  | 0.1860334873199463     | 19     | 12003.28459212566       | 0.0007220697148085094  | 1368     | 21       | 0        | --        | --       |
| NESTEROV-bs_lbfgs | EDENSCH   | 2000  | 0.09161877632141113    | 28     | 12003.284592100754      | 0.0006489751222015081  | 568      | 30       | 2        | --        | --       |
| scipy_lbfgs       | EDENSCH   | 2000  | 0.017548799514770508   | 25     | 12003.284592175378      | 0.0007670288990264673  | 30       | 30       | nan      | nan       | nan      |
